0.0
1.38
1.77
1.14
3.18
1.45
1.23
11.46
2.85
7.11
0.0
0.69
0.97
1.44
4.39
2.51
5.81
0.0
7.27
3.85
1.84
0.0
9.22
3.97
0.0
2.66
24.6
0.0
0.0
2.25
6.13
15.1
0.0
0.53
13.78
1.29
1.64
0.0
0.88
5.81
0.0
0.98
2.53
2.26
1.35
1.43
0.0
5.58
2.17
3.78
7.76
4.07
2.73
2.05
0.91
0.83
9.58
16.01
0.0
0.0
4.97
10.36
3.65
0.99
1.18
11.17
1.22
1.31
0.0
0.86
2.36
14.25
10.8
5.49
0.0
